,Year,Month,Jurisdiction,Number,Time
1570,2004,August,Yukon,33.0,2004-08-01
1519,2004,August,Nova Scotia,15.0,2004-08-01
1536,2004,August,Prince Edward Island,1.0,2004-08-01
1554,2004,August,Quebec,26.0,2004-08-01
1496,2004,August,Manitoba,2.0,2004-08-01
1478,2004,August,Alberta,122.0,2004-08-01
1489,2004,August,British Columbia,719.0,2004-08-01
3379,2004,August,Canada,1109.0,2004-08-01
1534,2004,September,Ontario,40.0,2004-09-01
3389,2004,September,Canada,193.0,2004-09-01
1527,2004,September,Northwest Territories,9.0,2004-09-01
1479,2004,September,Alberta,43.0,2004-09-01
1565,2004,September,Saskatchewan,3.0,2004-09-01
1520,2004,September,Nova Scotia,8.0,2004-09-01
1546,2004,September,Prince Edward Island,0.0,2004-09-01
1555,2004,September,Quebec,36.0,2004-09-01
1512,2004,September,Newfoundland and Labrador,3.0,2004-09-01
1490,2004,September,British Columbia,38.0,2004-09-01
1571,2004,September,Yukon,5.0,2004-09-01
1504,2004,September,New Brunswick,8.0,2004-09-01
1548,2004,October,Quebec,29.0,2004-10-01
1566,2004,October,Yukon,1.0,2004-10-01
1545,2004,October,Prince Edward Island,1.0,2004-10-01
1513,2004,October,Nova Scotia,4.0,2004-10-01
1521,2004,October,Northwest Territories,2.0,2004-10-01
1506,2004,October,Newfoundland and Labrador,1.0,2004-10-01
1497,2004,October,New Brunswick,6.0,2004-10-01
1480,2004,October,British Columbia,36.0,2004-10-01
3388,2004,October,Canada,128.0,2004-10-01
1469,2004,October,Alberta,27.0,2004-10-01
1528,2004,October,Ontario,18.0,2004-10-01
1556,2004,October,Saskatchewan,3.0,2004-10-01
3387,2004,November,Canada,10.0,2004-11-01
1557,2004,November,Saskatchewan,1.0,2004-11-01
1544,2004,November,Prince Edward Island,0.0,2004-11-01
1470,2004,November,Alberta,3.0,2004-11-01
1522,2004,November,Northwest Territories,1.0,2004-11-01
1514,2004,November,Nova Scotia,1.0,2004-11-01
1498,2004,November,New Brunswick,1.0,2004-11-01
1549,2004,November,Quebec,1.0,2004-11-01
1481,2004,November,British Columbia,2.0,2004-11-01
3380,2004,December,Canada,3.0,2004-12-01
1471,2004,December,Alberta,2.0,2004-12-01
1537,2004,December,Prince Edward Island,0.0,2004-12-01
1482,2004,December,British Columbia,1.0,2004-12-01
1584,2005,January,British Columbia,2.0,2005-01-01
3395,2005,January,Canada,6.0,2005-01-01
1572,2005,January,Alberta,4.0,2005-01-01
1643,2005,January,Prince Edward Island,0.0,2005-01-01
1576,2005,February,Alberta,8.0,2005-02-01
1587,2005,February,British Columbia,9.0,2005-02-01
3394,2005,February,Canada,17.0,2005-02-01
1642,2005,February,Prince Edward Island,0.0,2005-02-01
1646,2005,March,Prince Edward Island,0.0,2005-03-01
1588,2005,March,British Columbia,15.0,2005-03-01
1618,2005,March,Nova Scotia,3.0,2005-03-01
1577,2005,March,Alberta,4.0,2005-03-01
3398,2005,March,Canada,22.0,2005-03-01
3391,2005,April,Canada,867.0,2005-04-01
1604,2005,April,New Brunswick,137.0,2005-04-01
1661,2005,April,Saskatchewan,15.0,2005-04-01
1619,2005,April,Nova Scotia,155.0,2005-04-01
1596,2005,April,Manitoba,34.0,2005-04-01
1667,2005,April,Yukon,1.0,2005-04-01
1654,2005,April,Quebec,104.0,2005-04-01
1589,2005,April,British Columbia,116.0,2005-04-01
1639,2005,April,Prince Edward Island,8.0,2005-04-01
1633,2005,April,Ontario,86.0,2005-04-01
1611,2005,April,Newfoundland and Labrador,6.0,2005-04-01
1578,2005,April,Alberta,205.0,2005-04-01
3399,2005,May,Canada,1359.0,2005-05-01
1634,2005,May,Ontario,159.0,2005-05-01
1620,2005,May,Nova Scotia,12.0,2005-05-01
1605,2005,May,New Brunswick,41.0,2005-05-01
1668,2005,May,Yukon,12.0,2005-05-01
1626,2005,May,Northwest Territories,15.0,2005-05-01
1655,2005,May,Quebec,259.0,2005-05-01
1662,2005,May,Saskatchewan,76.0,2005-05-01
1597,2005,May,Manitoba,32.0,2005-05-01
1647,2005,May,Prince Edward Island,1.0,2005-05-01
1590,2005,May,British Columbia,275.0,2005-05-01
1579,2005,May,Alberta,443.0,2005-05-01
1612,2005,May,Newfoundland and Labrador,34.0,2005-05-01
1627,2005,June,Northwest Territories,43.0,2005-06-01
1645,2005,June,Prince Edward Island,1.0,2005-06-01
1669,2005,June,Yukon,45.0,2005-06-01
1635,2005,June,Ontario,194.0,2005-06-01
1663,2005,June,Saskatchewan,32.0,2005-06-01
1621,2005,June,Nova Scotia,39.0,2005-06-01
1656,2005,June,Quebec,160.0,2005-06-01
1591,2005,June,British Columbia,90.0,2005-06-01
3397,2005,June,Canada,979.0,2005-06-01
1598,2005,June,Manitoba,22.0,2005-06-01
1606,2005,June,New Brunswick,39.0,2005-06-01
1580,2005,June,Alberta,283.0,2005-06-01
1613,2005,June,Newfoundland and Labrador,31.0,2005-06-01
1614,2005,July,Newfoundland and Labrador,23.0,2005-07-01
1622,2005,July,Nova Scotia,15.0,2005-07-01
1599,2005,July,Manitoba,140.0,2005-07-01
1664,2005,July,Saskatchewan,191.0,2005-07-01
1592,2005,July,British Columbia,146.0,2005-07-01
1644,2005,July,Prince Edward Island,0.0,2005-07-01
1581,2005,July,Alberta,250.0,2005-07-01
1607,2005,July,New Brunswick,29.0,2005-07-01
3396,2005,July,Canada,2041.0,2005-07-01
1636,2005,July,Ontario,602.0,2005-07-01
1628,2005,July,Northwest Territories,194.0,2005-07-01
1670,2005,July,Yukon,20.0,2005-07-01
1657,2005,July,Quebec,431.0,2005-07-01
1582,2005,August,Alberta,89.0,2005-08-01
1640,2005,August,Prince Edward Island,1.0,2005-08-01
1629,2005,August,Northwest Territories,5.0,2005-08-01
1637,2005,August,Ontario,708.0,2005-08-01
1623,2005,August,Nova Scotia,41.0,2005-08-01
1593,2005,August,British Columbia,254.0,2005-08-01
3392,2005,August,Canada,1516.0,2005-08-01
1615,2005,August,Newfoundland and Labrador,14.0,2005-08-01
1665,2005,August,Saskatchewan,17.0,2005-08-01
1608,2005,August,New Brunswick,49.0,2005-08-01
1671,2005,August,Yukon,4.0,2005-08-01
1600,2005,August,Manitoba,21.0,2005-08-01
1658,2005,August,Quebec,313.0,2005-08-01
1594,2005,September,British Columbia,84.0,2005-09-01
3402,2005,September,Canada,517.0,2005-09-01
1616,2005,September,Newfoundland and Labrador,7.0,2005-09-01
1609,2005,September,New Brunswick,12.0,2005-09-01
1638,2005,September,Ontario,212.0,2005-09-01
1672,2005,September,Yukon,1.0,2005-09-01
1630,2005,September,Northwest Territories,3.0,2005-09-01
1583,2005,September,Alberta,65.0,2005-09-01
1666,2005,September,Saskatchewan,5.0,2005-09-01
1650,2005,September,Prince Edward Island,0.0,2005-09-01
1624,2005,September,Nova Scotia,22.0,2005-09-01
1659,2005,September,Quebec,104.0,2005-09-01
1601,2005,September,Manitoba,2.0,2005-09-01
1585,2005,October,British Columbia,8.0,2005-10-01
1625,2005,October,Northwest Territories,1.0,2005-10-01
1617,2005,October,Nova Scotia,2.0,2005-10-01
1573,2005,October,Alberta,35.0,2005-10-01
1595,2005,October,Manitoba,3.0,2005-10-01
1602,2005,October,New Brunswick,1.0,2005-10-01
1652,2005,October,Quebec,3.0,2005-10-01
3401,2005,October,Canada,69.0,2005-10-01
1631,2005,October,Ontario,14.0,2005-10-01
1649,2005,October,Prince Edward Island,0.0,2005-10-01
1660,2005,October,Saskatchewan,2.0,2005-10-01
3400,2005,November,Canada,43.0,2005-11-01
1603,2005,November,New Brunswick,1.0,2005-11-01
1574,2005,November,Alberta,30.0,2005-11-01
1586,2005,November,British Columbia,7.0,2005-11-01
1632,2005,November,Ontario,3.0,2005-11-01
1653,2005,November,Quebec,1.0,2005-11-01
1648,2005,November,Prince Edward Island,1.0,2005-11-01
1575,2005,December,Alberta,9.0,2005-12-01
3393,2005,December,Canada,10.0,2005-12-01
1641,2005,December,Prince Edward Island,1.0,2005-12-01
1735,2006,January,Ontario,1.0,2006-01-01
1719,2006,January,Nova Scotia,1.0,2006-01-01
1767,2006,January,Saskatchewan,11.0,2006-01-01
1685,2006,January,British Columbia,3.0,2006-01-01
1749,2006,January,Prince Edward Island,0.0,2006-01-01
3408,2006,January,Canada,38.0,2006-01-01
1673,2006,January,Alberta,22.0,2006-01-01
3407,2006,February,Canada,41.0,2006-02-01
1771,2006,February,Saskatchewan,19.0,2006-02-01
1748,2006,February,Prince Edward Island,0.0,2006-02-01
1688,2006,February,British Columbia,3.0,2006-02-01
1677,2006,February,Alberta,19.0,2006-02-01
1721,2006,March,Nova Scotia,87.0,2006-03-01
1760,2006,March,Quebec,1.0,2006-03-01
1772,2006,March,Saskatchewan,7.0,2006-03-01
1738,2006,March,Ontario,3.0,2006-03-01
1752,2006,March,Prince Edward Island,9.0,2006-03-01
1678,2006,March,Alberta,50.0,2006-03-01
1689,2006,March,British Columbia,9.0,2006-03-01
3411,2006,March,Canada,185.0,2006-03-01
1705,2006,March,New Brunswick,19.0,2006-03-01
1761,2006,April,Quebec,92.0,2006-04-01
3404,2006,April,Canada,1070.0,2006-04-01
1739,2006,April,Ontario,83.0,2006-04-01
1745,2006,April,Prince Edward Island,10.0,2006-04-01
1780,2006,April,Yukon,1.0,2006-04-01
1706,2006,April,New Brunswick,154.0,2006-04-01
1722,2006,April,Nova Scotia,69.0,2006-04-01
1698,2006,April,Manitoba,45.0,2006-04-01
1690,2006,April,British Columbia,176.0,2006-04-01
1773,2006,April,Saskatchewan,79.0,2006-04-01
1679,2006,April,Alberta,355.0,2006-04-01
1713,2006,April,Newfoundland and Labrador,6.0,2006-04-01
1774,2006,May,Saskatchewan,60.0,2006-05-01
1707,2006,May,New Brunswick,64.0,2006-05-01
1753,2006,May,Prince Edward Island,13.0,2006-05-01
1691,2006,May,British Columbia,203.0,2006-05-01
3412,2006,May,Canada,1087.0,2006-05-01
1762,2006,May,Quebec,106.0,2006-05-01
1699,2006,May,Manitoba,26.0,2006-05-01
1729,2006,May,Northwest Territories,1.0,2006-05-01
1781,2006,May,Yukon,3.0,2006-05-01
1740,2006,May,Ontario,150.0,2006-05-01
1723,2006,May,Nova Scotia,29.0,2006-05-01
1714,2006,May,Newfoundland and Labrador,33.0,2006-05-01
1680,2006,May,Alberta,399.0,2006-05-01
1708,2006,June,New Brunswick,9.0,2006-06-01
1715,2006,June,Newfoundland and Labrador,5.0,2006-06-01
1730,2006,June,Northwest Territories,34.0,2006-06-01
1724,2006,June,Nova Scotia,1.0,2006-06-01
1700,2006,June,Manitoba,237.0,2006-06-01
1741,2006,June,Ontario,273.0,2006-06-01
1751,2006,June,Prince Edward Island,2.0,2006-06-01
1692,2006,June,British Columbia,233.0,2006-06-01
1681,2006,June,Alberta,354.0,2006-06-01
3410,2006,June,Canada,1640.0,2006-06-01
1763,2006,June,Quebec,256.0,2006-06-01
1782,2006,June,Yukon,32.0,2006-06-01
1775,2006,June,Saskatchewan,204.0,2006-06-01
1716,2006,July,Newfoundland and Labrador,9.0,2006-07-01
3409,2006,July,Canada,2750.0,2006-07-01
1701,2006,July,Manitoba,172.0,2006-07-01
1682,2006,July,Alberta,546.0,2006-07-01
1709,2006,July,New Brunswick,33.0,2006-07-01
1783,2006,July,Yukon,36.0,2006-07-01
1742,2006,July,Ontario,597.0,2006-07-01
1776,2006,July,Saskatchewan,77.0,2006-07-01
1693,2006,July,British Columbia,1086.0,2006-07-01
1725,2006,July,Nova Scotia,6.0,2006-07-01
1750,2006,July,Prince Edward Island,0.0,2006-07-01
1731,2006,July,Northwest Territories,59.0,2006-07-01
1764,2006,July,Quebec,129.0,2006-07-01
1694,2006,August,British Columbia,507.0,2006-08-01
1746,2006,August,Prince Edward Island,1.0,2006-08-01
1702,2006,August,Manitoba,116.0,2006-08-01
1683,2006,August,Alberta,154.0,2006-08-01
1710,2006,August,New Brunswick,22.0,2006-08-01
1784,2006,August,Yukon,5.0,2006-08-01
1732,2006,August,Northwest Territories,63.0,2006-08-01
1743,2006,August,Ontario,503.0,2006-08-01
1726,2006,August,Nova Scotia,10.0,2006-08-01
1717,2006,August,Newfoundland and Labrador,7.0,2006-08-01
1777,2006,August,Saskatchewan,41.0,2006-08-01
3405,2006,August,Canada,1478.0,2006-08-01
1765,2006,August,Quebec,49.0,2006-08-01
1695,2006,September,British Columbia,285.0,2006-09-01
1744,2006,September,Ontario,660.0,2006-09-01
3415,2006,September,Canada,1253.0,2006-09-01
1756,2006,September,Prince Edward Island,0.0,2006-09-01
1711,2006,September,New Brunswick,8.0,2006-09-01
1733,2006,September,Northwest Territories,9.0,2006-09-01
1718,2006,September,Newfoundland and Labrador,3.0,2006-09-01
1684,2006,September,Alberta,141.0,2006-09-01
1766,2006,September,Quebec,42.0,2006-09-01
1785,2006,September,Yukon,2.0,2006-09-01
1727,2006,September,Nova Scotia,12.0,2006-09-01
1703,2006,September,Manitoba,81.0,2006-09-01
1778,2006,September,Saskatchewan,10.0,2006-09-01
3414,2006,October,Canada,176.0,2006-10-01
1779,2006,October,Yukon,1.0,2006-10-01
1736,2006,October,Ontario,19.0,2006-10-01
1686,2006,October,British Columbia,80.0,2006-10-01
1696,2006,October,Manitoba,6.0,2006-10-01
1704,2006,October,New Brunswick,1.0,2006-10-01
1720,2006,October,Nova Scotia,1.0,2006-10-01
1728,2006,October,Northwest Territories,1.0,2006-10-01
1755,2006,October,Prince Edward Island,0.0,2006-10-01
1674,2006,October,Alberta,56.0,2006-10-01
1768,2006,October,Saskatchewan,3.0,2006-10-01
1758,2006,October,Quebec,8.0,2006-10-01
1754,2006,November,Prince Edward Island,1.0,2006-11-01
1737,2006,November,Ontario,2.0,2006-11-01
1675,2006,November,Alberta,6.0,2006-11-01
1759,2006,November,Quebec,1.0,2006-11-01
1769,2006,November,Saskatchewan,5.0,2006-11-01
1697,2006,November,Manitoba,1.0,2006-11-01
3413,2006,November,Canada,18.0,2006-11-01
1687,2006,November,British Columbia,2.0,2006-11-01
1747,2006,December,Prince Edward Island,0.0,2006-12-01
3406,2006,December,Canada,14.0,2006-12-01
1770,2006,December,Saskatchewan,9.0,2006-12-01
1676,2006,December,Alberta,5.0,2006-12-01
1786,2007,January,Alberta,6.0,2007-01-01
1798,2007,January,British Columbia,2.0,2007-01-01
1862,2007,January,Prince Edward Island,0.0,2007-01-01
3421,2007,January,Canada,8.0,2007-01-01
1857,2007,February,Prince Edward Island,1.0,2007-02-01
1790,2007,February,Alberta,3.0,2007-02-01
1861,2007,February,Prince Edward Island,0.0,2007-02-01
1802,2007,February,British Columbia,2.0,2007-02-01
1849,2007,February,Ontario,2.0,2007-02-01
3420,2007,February,Canada,8.0,2007-02-01
1791,2007,March,Alberta,9.0,2007-03-01
1835,2007,March,Nova Scotia,18.0,2007-03-01
3424,2007,March,Canada,60.0,2007-03-01
1865,2007,March,Prince Edward Island,0.0,2007-03-01
1819,2007,March,New Brunswick,1.0,2007-03-01
1803,2007,March,British Columbia,17.0,2007-03-01
1850,2007,March,Ontario,15.0,2007-03-01
1792,2007,April,Alberta,129.0,2007-04-01
1804,2007,April,British Columbia,76.0,2007-04-01
1827,2007,April,Newfoundland and Labrador,2.0,2007-04-01
1887,2007,April,Yukon,1.0,2007-04-01
1836,2007,April,Nova Scotia,148.0,2007-04-01
1811,2007,April,Manitoba,38.0,2007-04-01
3417,2007,April,Canada,652.0,2007-04-01
1851,2007,April,Ontario,105.0,2007-04-01
1858,2007,April,Prince Edward Island,4.0,2007-04-01
1820,2007,April,New Brunswick,68.0,2007-04-01
1880,2007,April,Saskatchewan,44.0,2007-04-01
1873,2007,April,Quebec,37.0,2007-04-01
1842,2007,May,Northwest Territories,2.0,2007-05-01
1828,2007,May,Newfoundland and Labrador,19.0,2007-05-01
1888,2007,May,Yukon,10.0,2007-05-01
1852,2007,May,Ontario,235.0,2007-05-01
1812,2007,May,Manitoba,53.0,2007-05-01
1805,2007,May,British Columbia,159.0,2007-05-01
1881,2007,May,Saskatchewan,78.0,2007-05-01
1874,2007,May,Quebec,271.0,2007-05-01
1837,2007,May,Nova Scotia,165.0,2007-05-01
1866,2007,May,Prince Edward Island,4.0,2007-05-01
1821,2007,May,New Brunswick,130.0,2007-05-01
1793,2007,May,Alberta,238.0,2007-05-01
3425,2007,May,Canada,1364.0,2007-05-01
1813,2007,June,Manitoba,71.0,2007-06-01
1875,2007,June,Quebec,319.0,2007-06-01
1882,2007,June,Saskatchewan,76.0,2007-06-01
1843,2007,June,Northwest Territories,79.0,2007-06-01
1864,2007,June,Prince Edward Island,0.0,2007-06-01
1829,2007,June,Newfoundland and Labrador,17.0,2007-06-01
1794,2007,June,Alberta,264.0,2007-06-01
1889,2007,June,Yukon,50.0,2007-06-01
1822,2007,June,New Brunswick,31.0,2007-06-01
1806,2007,June,British Columbia,109.0,2007-06-01
3423,2007,June,Canada,1124.0,2007-06-01
1838,2007,June,Nova Scotia,16.0,2007-06-01
1853,2007,June,Ontario,92.0,2007-06-01
1876,2007,July,Quebec,63.0,2007-07-01
1863,2007,July,Prince Edward Island,0.0,2007-07-01
3422,2007,July,Canada,1743.0,2007-07-01
1883,2007,July,Saskatchewan,124.0,2007-07-01
1854,2007,July,Ontario,201.0,2007-07-01
1890,2007,July,Yukon,25.0,2007-07-01
1814,2007,July,Manitoba,161.0,2007-07-01
1844,2007,July,Northwest Territories,89.0,2007-07-01
1795,2007,July,Alberta,410.0,2007-07-01
1823,2007,July,New Brunswick,21.0,2007-07-01
1839,2007,July,Nova Scotia,15.0,2007-07-01
1830,2007,July,Newfoundland and Labrador,10.0,2007-07-01
1807,2007,July,British Columbia,624.0,2007-07-01
1796,2007,August,Alberta,163.0,2007-08-01
1824,2007,August,New Brunswick,33.0,2007-08-01
1884,2007,August,Saskatchewan,47.0,2007-08-01
3418,2007,August,Canada,1475.0,2007-08-01
1831,2007,August,Newfoundland and Labrador,1.0,2007-08-01
1845,2007,August,Northwest Territories,14.0,2007-08-01
1877,2007,August,Quebec,192.0,2007-08-01
1808,2007,August,British Columbia,518.0,2007-08-01
1859,2007,August,Prince Edward Island,0.0,2007-08-01
1855,2007,August,Ontario,423.0,2007-08-01
1840,2007,August,Nova Scotia,19.0,2007-08-01
1815,2007,August,Manitoba,50.0,2007-08-01
1891,2007,August,Yukon,15.0,2007-08-01
1825,2007,September,New Brunswick,15.0,2007-09-01
1856,2007,September,Ontario,49.0,2007-09-01
1869,2007,September,Prince Edward Island,0.0,2007-09-01
3428,2007,September,Canada,287.0,2007-09-01
1841,2007,September,Nova Scotia,2.0,2007-09-01
1832,2007,September,Newfoundland and Labrador,6.0,2007-09-01
1797,2007,September,Alberta,66.0,2007-09-01
1878,2007,September,Quebec,26.0,2007-09-01
1816,2007,September,Manitoba,9.0,2007-09-01
1885,2007,September,Saskatchewan,3.0,2007-09-01
1809,2007,September,British Columbia,111.0,2007-09-01
1879,2007,October,Saskatchewan,2.0,2007-10-01
1847,2007,October,Ontario,5.0,2007-10-01
3427,2007,October,Canada,143.0,2007-10-01
1817,2007,October,New Brunswick,17.0,2007-10-01
1833,2007,October,Nova Scotia,3.0,2007-10-01
1787,2007,October,Alberta,59.0,2007-10-01
1810,2007,October,Manitoba,1.0,2007-10-01
1868,2007,October,Prince Edward Island,0.0,2007-10-01
1799,2007,October,British Columbia,18.0,2007-10-01
1886,2007,October,Yukon,10.0,2007-10-01
1871,2007,October,Quebec,28.0,2007-10-01
1848,2007,November,Ontario,1.0,2007-11-01
1788,2007,November,Alberta,26.0,2007-11-01
1818,2007,November,New Brunswick,2.0,2007-11-01
3426,2007,November,Canada,37.0,2007-11-01
1867,2007,November,Prince Edward Island,0.0,2007-11-01
1834,2007,November,Nova Scotia,1.0,2007-11-01
1800,2007,November,British Columbia,4.0,2007-11-01
1872,2007,November,Quebec,3.0,2007-11-01
1801,2007,December,British Columbia,1.0,2007-12-01
1789,2007,December,Alberta,5.0,2007-12-01
3419,2007,December,Canada,6.0,2007-12-01
1860,2007,December,Prince Edward Island,0.0,2007-12-01
1989,2008,January,Saskatchewan,1.0,2008-01-01
1970,2008,January,Prince Edward Island,0.0,2008-01-01
3434,2008,January,Canada,14.0,2008-01-01
1893,2008,January,Alberta,12.0,2008-01-01
1906,2008,January,British Columbia,1.0,2008-01-01
1969,2008,February,Prince Edward Island,0.0,2008-02-01
1910,2008,February,British Columbia,2.0,2008-02-01
3433,2008,February,Canada,6.0,2008-02-01
1897,2008,February,Alberta,4.0,2008-02-01
1911,2008,March,British Columbia,13.0,2008-03-01
1973,2008,March,Prince Edward Island,0.0,2008-03-01
1944,2008,March,Nova Scotia,2.0,2008-03-01
1898,2008,March,Alberta,20.0,2008-03-01
3437,2008,March,Canada,35.0,2008-03-01
1982,2008,April,Quebec,33.0,2008-04-01
1991,2008,April,Saskatchewan,28.0,2008-04-01
1899,2008,April,Alberta,103.0,2008-04-01
1920,2008,April,Manitoba,18.0,2008-04-01
1935,2008,April,Newfoundland and Labrador,2.0,2008-04-01
1945,2008,April,Nova Scotia,136.0,2008-04-01
1912,2008,April,British Columbia,117.0,2008-04-01
1958,2008,April,Ontario,29.0,2008-04-01
1966,2008,April,Prince Edward Island,0.0,2008-04-01
1927,2008,April,New Brunswick,14.0,2008-04-01
3430,2008,April,Canada,480.0,2008-04-01
3438,2008,May,Canada,1248.0,2008-05-01
1974,2008,May,Prince Edward Island,0.0,2008-05-01
1992,2008,May,Saskatchewan,161.0,2008-05-01
1936,2008,May,Newfoundland and Labrador,33.0,2008-05-01
1921,2008,May,Manitoba,154.0,2008-05-01
1946,2008,May,Nova Scotia,45.0,2008-05-01
1951,2008,May,Northwest Territories,8.0,2008-05-01
1999,2008,May,Yukon,11.0,2008-05-01
1913,2008,May,British Columbia,161.0,2008-05-01
1959,2008,May,Ontario,79.0,2008-05-01
1900,2008,May,Alberta,438.0,2008-05-01
1983,2008,May,Quebec,77.0,2008-05-01
1928,2008,May,New Brunswick,81.0,2008-05-01
2000,2008,June,Yukon,40.0,2008-06-01
1972,2008,June,Prince Edward Island,0.0,2008-06-01
1929,2008,June,New Brunswick,13.0,2008-06-01
1947,2008,June,Nova Scotia,37.0,2008-06-01
1960,2008,June,Ontario,34.0,2008-06-01
1993,2008,June,Saskatchewan,265.0,2008-06-01
1937,2008,June,Newfoundland and Labrador,8.0,2008-06-01
1965,2008,June,Prince Edward Island,1.0,2008-06-01
1952,2008,June,Northwest Territories,61.0,2008-06-01
1901,2008,June,Alberta,342.0,2008-06-01
3436,2008,June,Canada,1130.0,2008-06-01
1922,2008,June,Manitoba,123.0,2008-06-01
1914,2008,June,British Columbia,170.0,2008-06-01
1984,2008,June,Quebec,36.0,2008-06-01
1948,2008,July,Nova Scotia,19.0,2008-07-01
2001,2008,July,Yukon,6.0,2008-07-01
1961,2008,July,Ontario,35.0,2008-07-01
1902,2008,July,Alberta,414.0,2008-07-01
1953,2008,July,Northwest Territories,85.0,2008-07-01
3435,2008,July,Canada,1362.0,2008-07-01
1915,2008,July,British Columbia,596.0,2008-07-01
1971,2008,July,Prince Edward Island,4.0,2008-07-01
1923,2008,July,Manitoba,40.0,2008-07-01
1930,2008,July,New Brunswick,33.0,2008-07-01
1938,2008,July,Newfoundland and Labrador,14.0,2008-07-01
1985,2008,July,Quebec,18.0,2008-07-01
1994,2008,July,Saskatchewan,98.0,2008-07-01
1995,2008,August,Saskatchewan,31.0,2008-08-01
2002,2008,August,Yukon,10.0,2008-08-01
1924,2008,August,Manitoba,54.0,2008-08-01
1962,2008,August,Ontario,132.0,2008-08-01
1931,2008,August,New Brunswick,14.0,2008-08-01
1903,2008,August,Alberta,221.0,2008-08-01
1986,2008,August,Quebec,35.0,2008-08-01
1967,2008,August,Prince Edward Island,0.0,2008-08-01
1949,2008,August,Nova Scotia,2.0,2008-08-01
3431,2008,August,Canada,1367.0,2008-08-01
1939,2008,August,Newfoundland and Labrador,2.0,2008-08-01
1916,2008,August,British Columbia,780.0,2008-08-01
1954,2008,August,Northwest Territories,86.0,2008-08-01
1996,2008,September,Saskatchewan,7.0,2008-09-01
3441,2008,September,Canada,268.0,2008-09-01
1987,2008,September,Quebec,12.0,2008-09-01
1977,2008,September,Prince Edward Island,0.0,2008-09-01
1932,2008,September,New Brunswick,11.0,2008-09-01
1963,2008,September,Ontario,23.0,2008-09-01
1904,2008,September,Alberta,75.0,2008-09-01
1950,2008,September,Nova Scotia,3.0,2008-09-01
1917,2008,September,British Columbia,122.0,2008-09-01
1940,2008,September,Newfoundland and Labrador,7.0,2008-09-01
1925,2008,September,Manitoba,6.0,2008-09-01
2003,2008,September,Yukon,2.0,2008-09-01
3440,2008,October,Canada,196.0,2008-10-01
1980,2008,October,Quebec,9.0,2008-10-01
1907,2008,October,British Columbia,66.0,2008-10-01
1919,2008,October,Manitoba,2.0,2008-10-01
1926,2008,October,New Brunswick,2.0,2008-10-01
1894,2008,October,Alberta,87.0,2008-10-01
1934,2008,October,Newfoundland and Labrador,6.0,2008-10-01
1942,2008,October,Nova Scotia,2.0,2008-10-01
1997,2008,October,Yukon,1.0,2008-10-01
1976,2008,October,Prince Edward Island,0.0,2008-10-01
1956,2008,October,Ontario,9.0,2008-10-01
1990,2008,October,Saskatchewan,12.0,2008-10-01
1943,2008,November,Nova Scotia,1.0,2008-11-01
1908,2008,November,British Columbia,7.0,2008-11-01
3439,2008,November,Canada,35.0,2008-11-01
1957,2008,November,Ontario,1.0,2008-11-01
1895,2008,November,Alberta,23.0,2008-11-01
1964,2008,November,Prince Edward Island,1.0,2008-11-01
1975,2008,November,Prince Edward Island,0.0,2008-11-01
1981,2008,November,Quebec,2.0,2008-11-01
1968,2008,December,Prince Edward Island,0.0,2008-12-01
1998,2008,December,Yukon,6.0,2008-12-01
1896,2008,December,Alberta,4.0,2008-12-01
1909,2008,December,British Columbia,3.0,2008-12-01
3432,2008,December,Canada,13.0,2008-12-01
3447,2009,January,Canada,19.0,2009-01-01
2064,2009,January,Northwest Territories,1.0,2009-01-01
2005,2009,January,Alberta,8.0,2009-01-01
2085,2009,January,Prince Edward Island,0.0,2009-01-01
2105,2009,January,Saskatchewan,1.0,2009-01-01
2073,2009,January,Ontario,1.0,2009-01-01
2018,2009,January,British Columbia,8.0,2009-01-01
2022,2009,February,British Columbia,7.0,2009-02-01
2065,2009,February,Northwest Territories,1.0,2009-02-01
3446,2009,February,Canada,19.0,2009-02-01
2084,2009,February,Prince Edward Island,0.0,2009-02-01
2009,2009,February,Alberta,11.0,2009-02-01
2010,2009,March,Alberta,5.0,2009-03-01
2088,2009,March,Prince Edward Island,0.0,2009-03-01
2097,2009,March,Quebec,1.0,2009-03-01
3450,2009,March,Canada,30.0,2009-03-01
2023,2009,March,British Columbia,19.0,2009-03-01
2048,2009,March,Newfoundland and Labrador,1.0,2009-03-01
2056,2009,March,Nova Scotia,4.0,2009-03-01
2098,2009,April,Quebec,105.0,2009-04-01
2081,2009,April,Prince Edward Island,3.0,2009-04-01
2075,2009,April,Ontario,24.0,2009-04-01
2107,2009,April,Saskatchewan,59.0,2009-04-01
2024,2009,April,British Columbia,165.0,2009-04-01
2066,2009,April,Northwest Territories,1.0,2009-04-01
2033,2009,April,Manitoba,2.0,2009-04-01
2041,2009,April,New Brunswick,54.0,2009-04-01
2057,2009,April,Nova Scotia,104.0,2009-04-01
2011,2009,April,Alberta,127.0,2009-04-01
3443,2009,April,Canada,670.0,2009-04-01
2049,2009,April,Newfoundland and Labrador,26.0,2009-04-01
2067,2009,May,Northwest Territories,4.0,2009-05-01
2108,2009,May,Saskatchewan,193.0,2009-05-01
2099,2009,May,Quebec,94.0,2009-05-01
2042,2009,May,New Brunswick,88.0,2009-05-01
2012,2009,May,Alberta,493.0,2009-05-01
2050,2009,May,Newfoundland and Labrador,52.0,2009-05-01
